51,"HARRISON B"
51,"CLARKE"
51,"HERBERT"
51,"OATES"
51,"TURPIN"
51,"MCDUFFIE"
51,"COBB"
51,"BANKHEAD"
51,"FORNEY"
51,"WHEELER, J."
51,"CATE"
51,"FEATHERSTON"
51,"BRECKENRIDG"
51,"MCRAE"
51,"ROGERS"
51,"PEEL"
51,"DEHAVEN"
51,"GEARY"
51,"BIGGS"
51,"MCKENNA"
51,"MORROW"
51,"CLUNIE"
51,"VANDEVER"
51,"TOWNSEND, H"
51,"SIMONDS"
51,"WILLCOX"
51,"RUSSELL"
51,"MILES"
51,"PENINGTON"
51,"DAVIDSON"
51,"BULLOCK"
51,"LESTER, R.E"
51,"TURNER, H.G"
51,"CRISP"
51,"GRIMES"
51,"STEWARD"
51,"BLOUNT"
51,"CLEMENTS"
51,"CARLTON"
51,"CANDLER,A.D"
51,"BARNES"
51,"SWEET"
51,"TAYLOR, A."
51,"LAWLER"
51,"MASON"
51,"ADAMS"
51,"HOPKINS"
51,"HITT"
51,"HENDERSON,T"
51,"HILL"
51,"PAYSON"
51,"POST"
51,"GEST"
51,"WIKE"
51,"SPRINGER"
51,"ROWELL"
51,"CANNON"
51,"FITHIAN"
51,"LANE"
51,"FORMAN"
51,"WILLIAMS,J."
51,"TOWNSHEND"
51,"SMITH, W.G."
51,"PARRETT"
51,"ONEALL"
51,"BROWN, J.B."
51,"HOLMAN"
51,"COOPER, G.W"
51,"BROWNE, T.M"
51,"BYNUM"
51,"BROOKSHIRE"
51,"CHEADLE"
51,"OWEN"
51,"MARTIN, A.N"
51,"MCLELLAN"
51,"SHIVELEY"
51,"GEAR"
51,"HAYES"
51,"HENDERSON,D"
51,"SWENEY"
51,"KERR, D."
51,"LACEY"
51,"CONGER"
51,"HAYS"
51,"FLICK"
51,"REED, J.R."
51,"DOLLIVER"
51,"STRUBLE"
51,"MORRILL"
51,"FUNSTON"
51,"PERKINS"
51,"RYAN"
51,"KELLEY"
51,"ANDERSON, A"
51,"TURNER, E.J"
51,"PETERS"
51,"STONE, W.J."
51,"ELLIS"
51,"GOODNIGHT"
51,"MONTGOMERY"
51,"CARUTH"
51,"CARLISLE"
51,"DICKERSON"
51,"BRECKENRIDG"
51,"MCCREARY"
51,"PAYNTER"
51,"WILSON, J.H"
51,"FINLEY"
51,"WILKINSON"
51,"COLEMAN"
51,"PRICE"
51,"GAY"
51,"BLANCHARD"
51,"BOATNER"
51,"ROBERTSON"
51,"REED, T.B."
51,"DINGLEY"
51,"MILLIKEN"
51,"BOUTELLE"
51,"GIBSON"
51,"STUMP"
51,"RUSK"
51,"STOCKBRIDGE"
51,"COMPTON"
51,"MUDD"
51,"MCCOMAS"
51,"RANDALL, C."
51,"MORSE"
51,"ANDREW"
51,"ONEIL, J."
51,"BANKS"
51,"LODGE"
51,"COGSWELL"
51,"GREENHALGE"
51,"CANDLER,J.W"
51,"WALKER, J.H"
51,"WALLACE, R."
51,"ROCKWELL"
51,"CHIPMAN"
51,"ALLEN, E.P."
51,"ODONNELL"
51,"BURROWS"
51,"BELKNAP"
51,"BREWER"
51,"WHITING"
51,"BLISS"
51,"CUTCHEON"
51,"WHEELER, F."
51,"STEPHENSON"
51,"DUNNELL"
51,"LIND"
51,"HALL"
51,"SNIDER"
51,"COMSTOCK"
51,"ALLEN, J.M."
51,"MORGAN"
